Process,DBN,School Name,Program Code,Program Name,Admissions Method for Students Entering in Fall 2020,Diversity In Admissions Priority for Students Entering in Fall 2020,Selection Criteria for Students Entering in Fall 2020
MS,27Q202,J.H.S. 202 Robert H. Goddard,Q202Z,Robert H. Goddard (M.S. 202),Zoned,,
ES,27Q207,P.S. 207 Rockwood Park,27Q207KG,Kindergarten,Zoned,,
MS,27Q207,P.S. 207 Rockwood Park,Q207Z,Rockwood Park (P.S. 207),Zoned,,
MS,27Q210,J.H.S. 210 Elizabeth Blackwell,Q210Z,Elizabeth Blackwell (J.H.S. 210),Zoned,,
ES,27Q223,P.S. 223 Lyndon B. Johnson,27Q223KG,Kindergarten,Zoned,,
MS,27Q226,J.H.S. 226 Virgil I. Grissom,Q226U,Virgil I. Grissom (J.H.S. 226),Open,,
ES,27Q232,P.S. 232 Lindenwood,27Q232KG,Kindergarten,Zoned,,
MS,27Q232,P.S. 232 Lindenwood,Q232Z,Lindenwood (P.S. 232),Zoned,,
ES,27Q253,P.S. 253,27Q253KG,Kindergarten,Zoned,,
ES,27Q253,P.S. 253,27Q253SP,Spanish Dual Language,Zoned,,
ES,27Q254,P.S. 254 - The Rosa Parks School,27Q254KG,Kindergarten,Zoned,,
HS,27Q260,Frederick Douglass Academy VI High School,Q75X,Graphic Arts and Design,Open,,
MS,27Q262,Channel View School for Research,Q262S,Expeditionary Learning,Screened,,4th Grade New York State ELA and Math Exams; Academic and Personal Behavior Scores; Attendance; Final 4th Grade Report Card; Lateness; On-Site Assessment
HS,27Q262,Channel View School for Research,Q97A,Research Technology & Robotics,Ed. Opt.,,
HS,27Q262,Channel View School for Research,Q97X,Channel View College & Career Readiness Program,Ed. Opt.,,
ES,27Q273,P.S. 273,27Q273KG,Kindergarten,Zoned,,
MS,27Q282,Knowledge and Power Preparatory Academy VI,Q282M,KAPPA VI (27Q282),Screened,,4th Grade New York State ELA and Math Exams; Academic and Personal Behavior Scores; Attendance; Final 4th Grade Report Card; Lateness
MS,27Q297,Hawtree Creek Middle School,Q297U,Hawtree Creek Middle School,Open,,
HS,27Q302,"Queens High School for Information, Research, and Technology",Q06B,Computer Science Program,Ed. Opt.,,
HS,27Q302,"Queens High School for Information, Research, and Technology",Q06C,CISCO Networking and Internet Computer Core Certification,Ed. Opt.,,
ES,27Q306,New York City Academy for Discovery,27Q306KG,Kindergarten,Zoned,,
HS,27Q308,Robert H. Goddard High School of Communication Arts and Technology,Q02A,Robert H. Goddard High School of Communication,Ed. Opt.,,"Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,27Q309,Academy of Medical Technology: A College Board School,Q11A,Academy of Medical Technology,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,27Q309,Academy of Medical Technology: A College Board School,Q11B,Medical Scholars,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
MS,27Q309,Academy of Medical Technology: A College Board School,Q309L,Academy of Medical Technology,Limited Unscreened,,
HS,27Q314,Epic High School - South,Q66A,Epic High School - South,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Standardized Test Scores: English Language Arts, Math"
ES,27Q316,Queens Explorers Elementary School,27Q316KG,Kindergarten,Non-Zoned,,
ES,27Q317,Waterside Children's Studio School,27Q317KG,Kindergarten,Zoned,,
MS,27Q318,Waterside School For Leadership,Q318M,Waterside School for Leadership Spanish Dual Language Program,Screened: Language,,Academic and Personal Behavior Scores; Attendance
MS,27Q318,Waterside School For Leadership,Q318Z,Waterside School for Leadership,Zoned,,
MS,27Q319,Village Academy,Q319U,Village Academy,Open,,
MS,27Q323,Scholars' Academy,Q323M,Scholars' Academy,Screened,,4th Grade New York State ELA and Math Exams; Academic and Personal Behavior Scores; Attendance; Final 4th Grade Report Card; Lateness; On-Site Assessment
HS,27Q323,Scholars' Academy,Q72A,Scholars' Academy,Screened,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,27Q324,Rockaway Park High School for Environmental Sustainability,Q36A,Rockaway Park High School for Environmental Sustainability,Ed. Opt.,,
HS,27Q324,Rockaway Park High School for Environmental Sustainability,Q36G,The Green Carpentry Program,Ed. Opt.,,
ES,27Q333,Goldie Maple Academy,27Q333KG,Kindergarten,Non-Zoned,,
MS,27Q333,Goldie Maple Academy,Q333M,Goldie Maple Academy,Screened,,Academic and Personal Behavior Scores; Attendance; Lateness
HS,27Q334,Epic High School - North,Q65A,Epic High School - North,Ed. Opt.,,"Attendance; Course Grades: English, Math; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,27Q351,Rockaway Collegiate High School,Q48A,Rockaway Collegiate High School,Open,,
ES,27Q362,Wave Preparatory Elementary School,27Q362KG,Kindergarten,Zoned,,
ES,27Q377,P.S. 377,27Q377KG,Kindergarten,Zoned,,
HS,27Q400,August Martin High School,Q50A,Aerospace and Technology Academy,Open,,
HS,27Q400,August Martin High School,Q50H,Culinary Arts Academy,Open,,
HS,27Q475,Richmond Hill High School,Q35B,Ninth Grade Career Exploration Academy,Ed. Opt.,,"Attendance; Course Grades: Math, Science; Standardized Test Scores: Math"
HS,27Q475,Richmond Hill High School,Q35P,Criminalistics and Forensics Institute (CFI),Screened,,Attendance; Course Grades: Math; Standardized Test Scores: Math
HS,27Q475,Richmond Hill High School,Q35Z,Zoned,Zoned Priority,,
HS,27Q480,John Adams High School,Q10A,STEM and International Baccalaureate Academy,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,27Q480,John Adams High School,Q10B,Law and International Studies Academy,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Standardized Test Scores: English Language Arts, Math"
HS,27Q480,John Adams High School,Q10C,Pre-Med Academy and International Baccalaureate Academy,Screened,,"Attendance; Course Grades: English, Math, Science, Social Studies; Standardized Test Scores: English Language Arts, Math"
HS,27Q480,John Adams High School,Q10D,Media and Fine Arts Academy,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Standardized Test Scores: English Language Arts, Math"
HS,27Q480,John Adams High School,Q10E,Queens Business Academy,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Standardized Test Scores: English Language Arts, Math"
HS,27Q480,John Adams High School,Q10G,Future Educators and Leadership Academy (FELA),Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,27Q480,John Adams High School,Q10Z,Zoned,Zoned Guarantee,,
HS,27Q650,"High School for Construction Trades, Engineering and Architecture",Q83A,Construction Trades & Management,Screened,,Course Grades: Average; Demonstrated Interest: School Visit
HS,27Q650,"High School for Construction Trades, Engineering and Architecture",Q83B,Architectural Design,Screened,,Course Grades: Average; Demonstrated Interest: School Visit
HS,27Q650,"High School for Construction Trades, Engineering and Architecture",Q83C,Academy of Engineering,Screened,,Course Grades: Average; Demonstrated Interest: School Visit
MS,28Q008,J.H.S. 008 Richard S. Grossley,Q008U,Richard S. Grossley (J.H.S. 8),Open,,
ES,28Q040,P.S. 040 Samuel Huntington,28Q040KG,Kindergarten,Zoned,,
ES,28Q048,P.S. 048 William Wordsworth,28Q048KG,Kindergarten,Zoned,,
ES,28Q050,P.S. 050 Talfourd Lawn Elementary School,28Q050KG,Kindergarten,Zoned,,
ES,28Q054,P.S. 054 Hillside,28Q054KG,Kindergarten,Zoned,,
ES,28Q055,P.S. 055 Maure,28Q055KG,Kindergarten,Zoned,,
MS,28Q072,Catherine & Count Basie Middle School 72,Q072M,Catherine and Count Basie (M.S. 72) Haitian Creole Dual Language Program,Screened: Language,,ELL Status; Home Language; On-Site Assessment
ES,29Q132,P.S. 132 Ralph Bunche,29Q132KG,Kindergarten,Zoned,,
MS,28Q072,Catherine & Count Basie Middle School 72,Q072U,Catherine & Count Basie Middle School 72,Open,,
ES,28Q080,PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication,28Q080KG,Kindergarten,Zoned,,
ES,28Q082,P.S. 082 Hammond,28Q082KG,Kindergarten,Zoned,,
ES,28Q086,P.S. Q086,28Q086KG,Kindergarten,Zoned,,
ES,28Q086,P.S. Q086,28Q086SP,Spanish Dual Language,Zoned,,
ES,28Q099,P.S. 099 Kew Gardens,28Q099KG,Kindergarten,Zoned,,
MS,28Q099,P.S. 099 Kew Gardens,Q099C,P.S. 099 Kew Gardens,Open,,
ES,28Q101,P.S. 101 School in the Gardens,28Q101KG,Kindergarten,Zoned,,
ES,28Q117,P.S. 117 J. Keld / Briarwood School,28Q117KG,Kindergarten,Zoned,,
ES,28Q121,P.S. 121 Queens,28Q121GTD,District Gifted & Talented,District G&T,,
ES,28Q121,P.S. 121 Queens,28Q121KG,Kindergarten,Zoned,,
ES,28Q139,P.S. 139 Rego Park,28Q139KG,Kindergarten,Zoned,,
ES,28Q140,P.S. 140 Edward K Ellington,28Q140KG,Kindergarten,Zoned,,
ES,28Q144,P.S. 144 Col Jeromus Remsen,28Q144GTD,District Gifted & Talented,District G&T,,
ES,28Q144,P.S. 144 Col Jeromus Remsen,28Q144KG,Kindergarten,Zoned,,
MS,28Q157,J.H.S. 157 Stephen A. Halsey,Q157M,Performing Arts Program,Screened,,Attendance; Lateness; On-Site Assessment
MS,28Q157,J.H.S. 157 Stephen A. Halsey,Q157U,Stephen A. Halsey (J.H.S. 157),Open,,
ES,28Q160,P.S. 160 Walter Francis Bishop,28Q160KG,Kindergarten,Zoned,,
ES,28Q161,P.S. 161 Arthur Ashe School,28Q161KG,Kindergarten,Zoned,,
MS,28Q167,Metropolitan Expeditionary Learning School,Q167L,Metropolitan Expeditionary Learning School,Limited Unscreened,,
HS,28Q167,Metropolitan Expeditionary Learning School,Q49A,Metropolitan Expeditionary Learning School,Open,,
ES,28Q174,P.S. 174 William Sidney Mount,28Q174GTD,District Gifted & Talented,District G&T,,
ES,28Q174,P.S. 174 William Sidney Mount,28Q174KG,Kindergarten,Zoned,,
ES,28Q175,P.S. 175 The Lynn Gross Discovery School,28Q175KG,Kindergarten,Zoned,,
ES,28Q182,P.S. 182 Samantha Smith,28Q182KG,Kindergarten,Zoned,,
MS,28Q190,J.H.S. 190 Russell Sage,Q190U,Russell Sage Junior High School (J.H.S. 190),Open,,
ES,28Q196,P.S. 196 Grand Central Parkway,28Q196KG,Kindergarten,Zoned,,
ES,28Q206,P.S. 206 The Horace Harding School,28Q206KG,Kindergarten,Zoned,,
MS,28Q217,J.H.S. 217 Robert A. Van Wyck,Q217U,Robert A. Van Wyck (Middle School 217),Open,,
ES,28Q220,P.S. 220 Edward Mandel,28Q220GTD,District Gifted & Talented,District G&T,,
ES,28Q220,P.S. 220 Edward Mandel,28Q220KG,Kindergarten,Zoned,,
MS,28Q284,York Early College Academy,Q284L,York Early College Academy,Limited Unscreened,,
HS,28Q284,York Early College Academy,Q43A,York Early College Academy,Screened,,"Attendance; Course Grades: English, Math, Science, Social Studies; Individual Interview (On-Site); Punctuality; Standardized Test Scores: English Language Arts, Math; Writing Exercise (On-Site)"
MS,28Q287,The Emerson School,Q287U,The Emerson School,Open,,
ES,28Q303,The Academy for Excellence through the Arts,28Q303KG,Kindergarten,Non-Zoned,,
HS,28Q310,Queens Collegiate: A College Board School,Q05A,Queens Collegiate,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
MS,28Q310,Queens Collegiate: A College Board School,Q310L,Queens Collegiate: A College Board School,Limited Unscreened,,
ES,28Q312,Jamaica Children's School,28Q312KG,Kindergarten,Zoned,,
HS,28Q325,Hillside Arts & Letters Academy,Q46A,Hillside Arts & Letters Academy,Ed. Opt.,,"Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,28Q328,High School for Community Leadership,Q33A,High School for Community Leadership,Ed. Opt.,,Attend open house; Attend summer orientation; Attendance; Individual Interview (On-Site); Writing Exercise (On-Site)
MS,28Q332,Redwood Middle School,Q332L,Redwood Middle School,Limited Unscreened,,
ES,28Q349,The Queens School for Leadership and Excellence,28Q349KG,Kindergarten,Zoned,,
HS,28Q350,Jamaica Gateway to the Sciences,Q26G,Jamaica Gateway to the Sciences,Ed. Opt.,,"Attendance; Course Grades: English, Math; Punctuality; Standardized Test Scores: English Language Arts, Math"
ES,28Q354,The Jermaine L. Green STEM Institute of Queens,28Q354KG,Kindergarten,Zoned,,
MS,28Q358,M.S. 358,Q358U,M.S. 358,Open,,
HS,28Q440,Forest Hills High School,Q19A,Academy of Chinese Studies,Ed. Opt.,,
HS,28Q440,Forest Hills High School,Q19B,Dual Language Spanish,Screened: Language,,
HS,28Q440,Forest Hills High School,Q19J,Carl Sagan STEM Honors Academy,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q440,Forest Hills High School,Q19M,Law Academy,Ed. Opt.,,
HS,28Q440,Forest Hills High School,Q19N,Drama Academy,Audition,,Attendance; Audition; Course Grades: Average; Individual Interview (On-Site)
HS,28Q440,Forest Hills High School,Q19P,Academy of Instrumental and Vocal Music,Audition,,Attendance; Audition; Punctuality
HS,28Q440,Forest Hills High School,Q19Z,Zoned,Zoned Guarantee,,
HS,28Q505,Hillcrest High School,Q24A,Health Sciences Institute,Ed. Opt.,,
HS,28Q505,Hillcrest High School,Q24B,Teachers of Tomorrow,Ed. Opt.,,
HS,28Q505,Hillcrest High School,Q24H,"The Academy of Media, Arts and Music",Screened,,Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q505,Hillcrest High School,Q24J,Pre-Med Program,Screened,,Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q505,Hillcrest High School,Q24L,Theater Arts,Audition,,Attendance; Audition; Course Grades: Average; Individual Interview (On-Site)
HS,28Q505,Hillcrest High School,Q24P,Academy of Public Service and Law,Ed. Opt.,,
HS,28Q505,Hillcrest High School,Q24T,Biz-Tek,Ed. Opt.,,
HS,28Q505,Hillcrest High School,Q24Z,Zoned,Zoned Guarantee,,
HS,28Q620,Thomas A. Edison Career and Technical Education High School,Q67I,Visual Arts,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q620,Thomas A. Edison Career and Technical Education High School,Q67K,Information Technologies,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q620,Thomas A. Edison Career and Technical Education High School,Q67M,Computer Aided Design (CAD),Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q620,Thomas A. Edison Career and Technical Education High School,Q67N,Electrical Installation Technologies,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,28Q620,Thomas A. Edison Career and Technical Education High School,Q67P,Automotive Technologies,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q620,Thomas A. Edison Career and Technical Education High School,Q67S,Robotics/STEM,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q620,Thomas A. Edison Career and Technical Education High School,Q67V,Medical Careers,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,28Q680,Queens Gateway to Health Sciences Secondary School,Q57A,Queens Gateway to Health Sciences,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
MS,28Q680,Queens Gateway to Health Sciences Secondary School,Q680M,Queens Gateway to Health Sciences Secondary School,Screened,,4th Grade New York State ELA and Math Exams; Attendance; Lateness
HS,28Q686,Queens Metropolitan High School,Q39Z,Zoned,Zoned Priority,,
HS,28Q687,Queens High School for the Sciences at York College,Q00S,Queens High School for the Sciences at York College,Test,,
HS,28Q690,High School for Law Enforcement and Public Safety,Q21A,Law Enforcement and Public Safety,Screened,,Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts
MS,28Q896,"Young Women's Leadership School, Queens",Q896M,"The Young Women's Leadership School, Queens",Screened,,4th Grade New York State ELA and Math Exams; Attendance; Final 4th Grade Report Card; Lateness
HS,28Q896,"Young Women's Leadership School, Queens",Q89A,"The Young Women's Leadership School, Queens",Screened,,Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: Average
ES,29Q015,P.S. 015 Jackie Robinson,29Q015KG,Kindergarten,Zoned,,
ES,29Q033,P.S. 033 Edward M. Funk,29Q033KG,Kindergarten,Zoned,,
ES,29Q034,P.S. 034 John Harvard,29Q034KG,Kindergarten,Zoned,,
ES,29Q035,P.S. 035 Nathaniel Woodhull,29Q035KG,Kindergarten,Zoned,,
ES,29Q036,P.S. 036 Saint Albans School,29Q036KG,Kindergarten,Zoned,,
ES,29Q037,Cynthia Jenkins School,29Q037KG,Kindergarten,Zoned,,
ES,29Q038,P.S. 038 Rosedale,29Q038KG,Kindergarten,Zoned,,
ES,29Q052,P.S. 052 Queens,29Q052KG,Kindergarten,Zoned,,
MS,29Q059,I.S. 059 Springfield Gardens,Q059U,Springfield Gardens (I.S. 59),Open,,
ES,29Q095,P.S. 095 Eastwood,29Q095KG,Kindergarten,Zoned,,
ES,29Q095,P.S. 095 Eastwood,29Q095SP,Spanish Dual Language,Zoned,,
MS,29Q109,Jean Nuzzi Intermediate School,Q109A,Jean Nuzzi Intermediate School 109 Gifted & Talented Program,Composite Score,,4th Grade New York State ELA Exam; 4th Grade New York State Math Exam; Academic and Personal Behaviors; Attendance; Final 4th Grade Report Card
MS,29Q109,Jean Nuzzi Intermediate School,Q109U,Jean Nuzzi Intermediate School 109,Open,,
ES,29Q116,P.S./I.S. 116 William C. Hughley,29Q116KG,Kindergarten,Zoned,,
MS,29Q116,P.S./I.S. 116 William C. Hughley,Q116U,William C. Hughley (P.S./I.S. 116),Open,,
ES,29Q118,P.S. 118 Lorraine Hansberry,29Q118KG,Kindergarten,Zoned,,
ES,29Q131,P.S. 131 Abigail Adams,29Q131KG,Kindergarten,Zoned,,
ES,29Q134,P.S. 134 Hollis,29Q134KG,Kindergarten,Zoned,,
ES,29Q135,The Bellaire School,29Q135KG,Kindergarten,Zoned,,
ES,29Q136,P.S. 136 Roy Wilkins,29Q136KG,Kindergarten,Zoned,,
ES,29Q138,P.S./M.S. 138 Sunrise,29Q138KG,Kindergarten,Zoned,,
MS,29Q138,P.S./M.S. 138 Sunrise,Q138U,The Sunrise School (P.S./M.S. 138Q),Open,,
ES,29Q147,P.S./M.S. 147 Ronald McNair,29Q147KG,Kindergarten,Zoned,,
MS,29Q147,P.S./M.S. 147 Ronald McNair,Q147U,Ronald McNair (P.S./M.S. 147),Open,,
ES,29Q156,P.S. 156 Laurelton,29Q156KG,Kindergarten,Zoned,,
ES,29Q176,P.S. 176 Cambria Heights,29Q176GTD,District Gifted & Talented,District G&T,,
ES,29Q176,P.S. 176 Cambria Heights,29Q176KG,Kindergarten,Zoned,,
ES,29Q181,P.S. 181 Brookfield,29Q181KG,Kindergarten,Zoned,,
MS,29Q192,I.S. 192 The Linden,Q192U,I.S. 192 The Linden,Open,,
ES,29Q195,P.S. 195 William Haberle,29Q195KG,Kindergarten,Zoned,,
ES,29Q208,P.S./I.S. 208,29Q208KG,Kindergarten,Non-Zoned,,
MS,29Q208,P.S./I.S. 208,Q208U,P.S./I.S. 208,Open,,
MS,29Q238,I.S. 238 - Susan B. Anthony Academy,Q238U,Susan B. Anthony (I.S. 238),Open,,
HS,29Q243,Institute for Health Professions at Cambria Heights,Q59A,Institute for Health Professions at Cambria Heights,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Standardized Test Scores: English Language Arts, Math"
HS,29Q248,Queens Preparatory Academy,Q04R,Programming and Engineering,Ed. Opt.,,"Attendance; Course Grades: Math, Science; Punctuality; Standardized Test Scores: English Language Arts, Math"
ES,29Q251,P.S. 251 Queens,29Q251KG,Kindergarten,Non-Zoned,,
HS,29Q259,Pathways College Preparatory School: A College Board School,Q09R,Pathways College Preparatory School,Ed. Opt.,,
MS,29Q259,Pathways College Preparatory School: A College Board School,Q259L,Pathways College Preparatory School: An Early College School,Limited Unscreened,,
HS,29Q265,Excelsior Preparatory High School,Q42W,Gateway to Higher Education,Ed. Opt.,,"Attendance; Course Grades: Science; Standardized Test Scores: English Language Arts, Math"
